Federal organization,Fiscal year,GHG source,GHG scope,Energy use (GJ),Emissions (kt),Energy use category,Data_present
1.0,2005,0,1,2134,0,0,True
1.0,2005,1,1,41332,2,1,True
1.0,2005,0,2,154568,11,1,True
1.0,2005,0,2,524494,54,1,True
1.0,2005,1,1,14431,0,1,True
1.0,2005,0,1,57820,4,1,True
1.0,2005,1,1,68145,4,1,True
1.0,2005,0,1,446241,22,1,True
1.0,2005,0,1,1769,0,0,True
1.0,2005,1,1,68,0,0,True
2.0,2005,0,1,1427,0,0,True
2.0,2005,1,1,5738,0,0,True
2.0,2005,0,2,110717,4,1,True
2.0,2005,1,1,865,0,0,True
2.0,2005,0,1,11264,0,1,True
2.0,2005,1,1,59515,3,1,True
2.0,2005,0,1,52131,2,1,True
2.0,2005,0,1,2338,0,0,True
3.0,2005,1,1,925,0,0,True
3.0,2005,1,1,5003,0,0,True
4.0,2005,0,1,686,0,0,True
4.0,2005,1,1,720,0,0,True
4.0,2005,0,2,10285,0,1,True
4.0,2005,0,2,117251,14,1,True
4.0,2005,1,1,5509,0,0,True
4.0,2005,0,1,2915,0,0,True
4.0,2005,0,1,27248,1,1,True
4.0,2005,1,1,89176,5,1,True
4.0,2005,0,1,188363,9,1,True
4.0,2005,0,1,486,0,0,True
5.0,2005,0,1,16,0,0,True
5.0,2005,0,2,29947,1,1,True
5.0,2005,0,1,10502,0,1,True
6.0,2005,0,1,847,0,0,True
6.0,2005,1,1,8,0,0,True
6.0,2005,0,2,47992,1,1,True
6.0,2005,0,1,22271,1,1,True
6.0,2005,0,1,122,0,0,True
6.0,2005,1,1,2,0,0,True
7.0,2005,0,1,7344,0,0,True
7.0,2005,1,1,0,0,0,True
7.0,2005,1,1,3023,0,0,True
7.0,2005,0,2,727361,53,1,True
7.0,2005,1,1,1804,0,0,True
7.0,2005,0,1,47272,3,1,True
7.0,2005,0,1,58983,4,1,True
7.0,2005,1,1,37334,2,1,True
7.0,2005,0,1,1538443,75,2,True
7.0,2005,0,1,10169,0,1,True
7.0,2005,1,1,1067,0,0,True
8.0,2005,1,1,130,0,0,True
8.0,2005,0,2,621,0,0,True
8.0,2005,1,1,0,0,0,True
8.0,2005,0,1,2740,0,0,True
8.0,2005,1,1,1110,0,0,True
9.0,2005,1,1,207,0,0,True
9.0,2005,1,1,111,0,0,True
9.0,2005,1,1,21035,1,1,True
9.0,2005,1,1,2,0,0,True
10.0,2005,1,1,755,0,0,True
10.0,2005,1,1,1396,0,0,True
10.0,2005,0,1,22142,1,1,True
10.0,2005,1,1,0,0,0,True
10.0,2005,1,1,4571,0,0,True
10.0,2005,0,2,103747,6,1,True
10.0,2005,1,1,2646,0,0,True
10.0,2005,0,1,1252,0,0,True
10.0,2005,0,1,187604,9,1,True
10.0,2005,1,1,58834,3,1,True
10.0,2005,0,1,1828,0,0,True
10.0,2005,1,1,465,0,0,True
11.0,2005,0,1,47849,3,1,True
11.0,2005,1,1,23271,1,1,True
11.0,2005,0,2,19917,1,1,True
11.0,2005,0,2,342827,24,1,True
11.0,2005,0,1,129,0,0,True
11.0,2005,0,1,93477,6,1,True
11.0,2005,0,1,72466,3,1,True
11.0,2005,1,1,119924,7,1,True
11.0,2005,0,1,12732,0,1,True
11.0,2005,1,1,279,0,0,True
12.0,2005,0,1,279,0,0,True
12.0,2005,0,2,47165,2,1,True
12.0,2005,0,2,10166,0,1,True
12.0,2005,0,2,122923,9,1,True
12.0,2005,0,2,110051,6,1,True
12.0,2005,0,1,36154,1,1,True
12.0,2005,1,1,24031,1,1,True
13.0,2005,1,1,1392,0,0,True
14.0,2005,1,1,5,0,0,True
14.0,2005,0,2,16174,0,1,True
14.0,2005,1,1,55,0,0,True
14.0,2005,0,1,26,0,0,True
14.0,2005,0,1,65,0,0,True
14.0,2005,1,1,33886,2,1,True
14.0,2005,0,1,3,0,0,True
15.0,2005,0,1,63,0,0,True
15.0,2005,1,1,0,0,0,True
15.0,2005,1,1,4205,0,0,True
15.0,2005,0,2,12689,0,1,True
15.0,2005,1,1,698,0,0,True
15.0,2005,0,1,2034,0,0,True
15.0,2005,0,1,3623,0,0,True
15.0,2005,1,1,21414,1,1,True
15.0,2005,0,1,2,0,0,True
15.0,2005,1,1,93,0,0,True
16.0,2005,0,2,44443,0,1,True
16.0,2005,0,1,45288,2,1,True
,2005,0,2,5677,0,0,True
,2005,0,1,2754,0,0,True
,2005,0,1,58,0,0,True
17.0,2005,0,1,386973,26,1,True
17.0,2005,1,1,16128,1,1,True
17.0,2005,0,1,140219,9,1,True
17.0,2005,0,2,3700,0,0,True
17.0,2005,1,1,242949,17,1,True
17.0,2005,0,2,50865,4,1,True
17.0,2005,0,2,3540071,327,2,True
17.0,2005,0,1,870579,65,1,True
17.0,2005,0,1,295710,21,1,True
17.0,2005,0,1,5844417,288,2,True
17.0,2005,1,1,373573,24,1,True
17.0,2005,0,1,48244,2,1,True
17.0,2005,1,1,2969,0,0,True
18.0,2005,0,1,3805,0,0,True
18.0,2005,1,1,280,0,0,True
18.0,2005,1,1,13198,0,1,True
18.0,2005,0,1,837,0,0,True
18.0,2005,0,2,17459,0,1,True
18.0,2005,1,1,385,0,0,True
18.0,2005,0,2,65903,5,1,True
18.0,2005,0,2,392800,24,1,True
18.0,2005,1,1,3399,0,0,True
18.0,2005,0,1,21433,1,1,True
18.0,2005,0,1,801863,39,1,True
18.0,2005,1,1,1809,0,0,True
18.0,2005,0,1,5957,0,0,True
18.0,2005,1,1,0,0,0,True
19.0,2005,1,1,2541,0,0,True
19.0,2005,0,1,105,0,0,True
19.0,2005,1,1,0,0,0,True
19.0,2005,0,2,1963,0,0,True
19.0,2005,1,1,1666,0,0,True
19.0,2005,0,2,123569,9,1,True
19.0,2005,0,2,196264,14,1,True
19.0,2005,0,1,3635,0,0,True
19.0,2005,0,1,167979,8,1,True
19.0,2005,1,1,23104,1,1,True
19.0,2005,0,1,577,0,0,True
19.0,2005,1,1,146,0,0,True
20.0,2005,0,1,26641,1,1,True
20.0,2005,1,1,0,0,0,True
20.0,2005,1,1,55447,3,1,True
20.0,2005,0,2,169232,15,1,True
20.0,2005,1,1,29211,1,1,True
20.0,2005,0,1,58457,4,1,True
20.0,2005,0,1,86654,4,1,True
20.0,2005,1,1,82355,5,1,True
20.0,2005,0,1,55069,3,1,True
20.0,2005,1,1,2028,0,0,True
,2005,0,1,809,0,0,True
,2005,0,2,63022,0,1,True
,2005,0,1,385,0,0,True
,2005,0,1,135829,6,1,True
21.0,2005,0,1,956,0,0,True
21.0,2005,0,2,74155,4,1,True
21.0,2005,0,1,44277,2,1,True
22.0,2005,0,1,7900,0,0,True
22.0,2005,1,1,0,0,0,True
22.0,2005,0,2,437587,20,1,True
22.0,2005,0,2,40553,3,1,True
22.0,2005,0,2,650328,55,1,True
22.0,2005,1,1,1543,0,0,True
22.0,2005,0,2,3136238,140,2,True
22.0,2005,1,1,408,0,0,True
22.0,2005,0,1,111842,7,1,True
22.0,2005,0,1,927609,45,1,True
22.0,2005,1,1,20349,1,1,True
22.0,2005,0,1,6996,0,0,True
22.0,2005,1,1,64,0,0,True
23.0,2005,0,1,15412,1,1,True
23.0,2005,1,1,0,0,0,True
23.0,2005,1,1,428,0,0,True
23.0,2005,0,2,549919,72,1,True
23.0,2005,1,1,1161,0,0,True
23.0,2005,0,1,57238,4,1,True
23.0,2005,0,1,71584,5,1,True
23.0,2005,0,1,364005,17,1,True
23.0,2005,1,1,61532,4,1,True
23.0,2005,0,1,28521,1,1,True
23.0,2005,1,1,11,0,0,True
24.0,2005,0,1,230,0,0,True
24.0,2005,0,2,19966,1,1,True
24.0,2005,0,1,1105,0,0,True
25.0,2005,1,1,2472,0,0,True
25.0,2005,1,1,194238,13,1,True
25.0,2005,0,1,4631,0,0,True
25.0,2005,1,1,0,0,0,True
25.0,2005,1,1,574788,40,1,True
25.0,2005,0,2,123188,3,1,True
25.0,2005,1,1,94,0,0,True
25.0,2005,0,1,18830,1,1,True
25.0,2005,0,1,22114,1,1,True
25.0,2005,1,1,26948,1,1,True
25.0,2005,0,1,5102,0,0,True
25.0,2005,1,1,2032,0,0,True
1.0,2010,0,1,43348,3,1,True
1.0,2010,0,1,1041,0,0,True
1.0,2010,0,1,487357,24,1,True
1.0,2010,0,2,121579,9,1,True
1.0,2010,0,2,469326,46,1,True
1.0,2010,1,1,42780,3,1,True
1.0,2010,1,1,17497,0,1,True
1.0,2010,1,1,40747,2,1,True
1.0,2010,1,1,0,0,0,True
2.0,2010,0,1,9921,0,0,True
2.0,2010,0,1,2778,0,0,True
2.0,2010,0,1,41956,2,1,True
2.0,2010,0,2,104926,5,1,True
2.0,2010,1,1,4263,0,0,True
2.0,2010,1,1,6681,0,0,True
2.0,2010,1,1,54108,3,1,True
3.0,2010,1,1,821,0,0,True
3.0,2010,1,1,1001,0,0,True
3.0,2010,1,1,3925,0,0,True
9.0,2010,1,1,217,0,0,True
9.0,2010,1,1,473,0,0,True
9.0,2010,1,1,13930,0,1,True
9.0,2010,1,1,1,0,0,True
9.0,2010,1,1,0,0,0,True
10.0,2010,0,1,21414,1,1,True
10.0,2010,0,1,1627,0,0,True
10.0,2010,0,1,203742,10,1,True
10.0,2010,0,2,140449,4,1,True
10.0,2010,1,1,7151,0,0,True
10.0,2010,1,1,5340,0,0,True
10.0,2010,1,1,49709,3,1,True
10.0,2010,1,1,4,0,0,True
10.0,2010,1,1,0,0,0,True
11.0,2010,0,1,79367,5,1,True
11.0,2010,0,1,9789,0,0,True
11.0,2010,0,1,106470,5,1,True
11.0,2010,0,2,28618,1,1,True
11.0,2010,0,2,295790,17,1,True
11.0,2010,1,1,22648,1,1,True
11.0,2010,1,1,3951,0,0,True
11.0,2010,1,1,107248,6,1,True
11.0,2010,1,1,29,0,0,True
12.0,2010,1,1,107,0,0,True
12.0,2010,1,1,3805,0,0,True
12.0,2010,1,1,32232,2,1,True
12.0,2010,1,1,0,0,0,True
13.0,2010,1,1,230,0,0,True
13.0,2010,1,1,1072,0,0,True
14.0,2010,1,1,926,0,0,True
14.0,2010,1,1,598,0,0,True
14.0,2010,1,1,7457,0,0,True
15.0,2010,1,1,2918,0,0,True
15.0,2010,1,1,2182,0,0,True
15.0,2010,1,1,16174,1,1,True
15.0,2010,1,1,0,0,0,True
17.0,2010,0,1,296126,20,1,True
17.0,2010,0,1,1286326,94,2,True
17.0,2010,0,1,0,0,0,True
17.0,2010,0,1,41090,2,1,True
17.0,2010,0,1,6117251,304,2,True
17.0,2010,0,2,47393,3,1,True
17.0,2010,0,2,3669229,293,2,True
17.0,2010,1,1,295206,20,1,True
17.0,2010,1,1,199445,12,1,True
17.0,2010,1,1,208471,13,1,True
17.0,2010,1,1,18,0,0,True
17.0,2010,1,1,0,0,0,True
19.0,2010,0,1,4066,0,0,True
19.0,2010,0,1,3211,0,0,True
19.0,2010,0,1,140140,6,1,True
19.0,2010,0,2,132582,10,1,True
19.0,2010,0,2,200982,12,1,True
19.0,2010,1,1,2685,0,0,True
19.0,2010,1,1,2592,0,0,True
19.0,2010,1,1,15061,0,1,True
19.0,2010,1,1,0,0,0,True
20.0,2010,0,1,76300,5,1,True
20.0,2010,0,1,48818,2,1,True
20.0,2010,0,1,81983,4,1,True
20.0,2010,0,2,170120,12,1,True
20.0,2010,1,1,76574,5,1,True
20.0,2010,1,1,29926,1,1,True
20.0,2010,1,1,79374,5,1,True
20.0,2010,1,1,614,0,0,True
20.0,2010,1,1,0,0,0,True
22.0,2010,0,1,79986,5,1,True
22.0,2010,0,1,4662,0,0,True
22.0,2010,0,1,1004604,50,2,True
22.0,2010,0,2,1015560,70,2,True
22.0,2010,0,2,3180126,91,2,True
22.0,2010,1,1,4434,0,0,True
22.0,2010,1,1,1699,0,0,True
22.0,2010,1,1,12746,0,1,True
22.0,2010,1,1,0,0,0,True
25.0,2010,0,1,21241,1,1,True
25.0,2010,0,1,2476,0,0,True
25.0,2010,0,1,2554,0,0,True
25.0,2010,0,2,55260,0,1,True
25.0,2010,1,1,152874,10,1,True
25.0,2010,1,1,553626,39,1,True
25.0,2010,1,1,2686,0,0,True
25.0,2010,1,1,22231,1,1,True
25.0,2010,1,1,1887,0,0,True
1.0,2011,0,1,42760,3,1,True
1.0,2011,0,1,866,0,0,True
1.0,2011,0,1,451914,22,1,True
1.0,2011,0,2,113769,8,1,True
1.0,2011,0,2,459553,40,1,True
1.0,2011,1,1,43460,3,1,True
1.0,2011,1,1,21330,1,1,True
1.0,2011,1,1,49424,3,1,True
1.0,2011,1,1,23,0,0,True
1.0,2011,1,1,0,0,0,True
2.0,2011,0,1,10248,0,1,True
2.0,2011,0,1,3184,0,0,True
2.0,2011,0,1,50814,2,1,True
2.0,2011,0,2,115084,4,1,True
2.0,2011,1,1,4264,0,0,True
2.0,2011,1,1,7420,0,0,True
2.0,2011,1,1,54031,3,1,True
3.0,2011,1,1,766,0,0,True
3.0,2011,1,1,559,0,0,True
3.0,2011,1,1,4425,0,0,True
9.0,2011,1,1,247,0,0,True
9.0,2011,1,1,1167,0,0,True
9.0,2011,1,1,11864,0,1,True
9.0,2011,1,1,2,0,0,True
9.0,2011,1,1,0,0,0,True
10.0,2011,0,1,21749,1,1,True
10.0,2011,0,1,743,0,0,True
10.0,2011,0,1,178933,8,1,True
10.0,2011,0,2,148566,4,1,True
10.0,2011,1,1,7178,0,0,True
10.0,2011,1,1,6507,0,0,True
10.0,2011,1,1,45587,2,1,True
10.0,2011,1,1,31,0,0,True
11.0,2011,0,1,65968,4,1,True
11.0,2011,0,1,11296,0,1,True
11.0,2011,0,1,102037,5,1,True
11.0,2011,0,2,22993,1,1,True
11.0,2011,0,2,298911,18,1,True
11.0,2011,1,1,23897,1,1,True
11.0,2011,1,1,6215,0,0,True
11.0,2011,1,1,96122,6,1,True
11.0,2011,1,1,49,0,0,True
11.0,2011,1,1,0,0,0,True
12.0,2011,1,1,89,0,0,True
12.0,2011,1,1,6041,0,0,True
12.0,2011,1,1,30381,1,1,True
13.0,2011,1,1,285,0,0,True
13.0,2011,1,1,684,0,0,True
14.0,2011,1,1,695,0,0,True
14.0,2011,1,1,625,0,0,True
14.0,2011,1,1,7246,0,0,True
15.0,2011,1,1,3379,0,0,True
15.0,2011,1,1,3487,0,0,True
15.0,2011,1,1,14559,0,1,True
15.0,2011,1,1,0,0,0,True
15.0,2011,1,1,0,0,0,True
17.0,2011,0,1,379031,25,1,True
17.0,2011,0,1,1313792,96,2,True
17.0,2011,0,1,48201,2,1,True
17.0,2011,0,1,5642097,281,2,True
17.0,2011,0,2,10934,0,1,True
17.0,2011,0,2,3535686,255,2,True
17.0,2011,1,1,1047,0,0,True
17.0,2011,1,1,288245,20,1,True
17.0,2011,1,1,98551,6,1,True
17.0,2011,1,1,206585,13,1,True
17.0,2011,1,1,2613,0,0,True
17.0,2011,1,1,0,0,0,True
19.0,2011,0,1,8194,0,0,True
19.0,2011,0,1,3416,0,0,True
19.0,2011,0,1,138130,6,1,True
19.0,2011,0,2,112297,8,1,True
19.0,2011,0,2,190988,8,1,True
19.0,2011,1,1,3517,0,0,True
19.0,2011,1,1,2857,0,0,True
19.0,2011,1,1,12741,0,1,True
19.0,2011,1,1,1,0,0,True
20.0,2011,0,1,72774,5,1,True
20.0,2011,0,1,44980,2,1,True
20.0,2011,0,1,73374,3,1,True
20.0,2011,0,2,176403,11,1,True
20.0,2011,1,1,82332,5,1,True
20.0,2011,1,1,28955,1,1,True
20.0,2011,1,1,74666,4,1,True
20.0,2011,1,1,0,0,0,True
20.0,2011,1,1,0,0,0,True
22.0,2011,0,1,71301,5,1,True
22.0,2011,0,1,8563,0,0,True
22.0,2011,0,1,909361,45,1,True
22.0,2011,0,2,937061,65,1,True
22.0,2011,0,2,3093277,70,2,True
22.0,2011,1,1,3485,0,0,True
22.0,2011,1,1,2006,0,0,True
22.0,2011,1,1,12316,0,1,True
25.0,2011,0,1,16695,1,1,True
25.0,2011,0,1,3059,0,0,True
25.0,2011,0,1,2997,0,0,True
25.0,2011,0,2,56146,0,1,True
25.0,2011,1,1,87143,6,1,True
25.0,2011,1,1,570732,40,1,True
25.0,2011,1,1,3065,0,0,True
25.0,2011,1,1,18741,1,1,True
25.0,2011,1,1,2032,0,0,True
1.0,2012,0,1,38482,2,1,True
1.0,2012,0,1,2605,0,0,True
1.0,2012,0,1,472787,23,1,True
1.0,2012,0,2,85865,7,1,True
1.0,2012,0,2,463884,42,1,True
1.0,2012,1,1,36279,2,1,True
1.0,2012,1,1,18272,1,1,True
1.0,2012,1,1,53793,3,1,True
1.0,2012,1,1,60,0,0,True
1.0,2012,1,1,0,0,0,True
2.0,2012,0,1,11055,0,1,True
2.0,2012,0,1,3758,0,0,True
2.0,2012,0,1,68107,3,1,True
2.0,2012,0,2,122119,4,1,True
2.0,2012,1,1,3056,0,0,True
2.0,2012,1,1,8461,0,0,True
2.0,2012,1,1,48819,3,1,True
3.0,2012,1,1,714,0,0,True
3.0,2012,1,1,430,0,0,True
3.0,2012,1,1,3838,0,0,True
9.0,2012,1,1,122,0,0,True
9.0,2012,1,1,997,0,0,True
9.0,2012,1,1,9702,0,0,True
9.0,2012,1,1,0,0,0,True
9.0,2012,1,1,0,0,0,True
10.0,2012,0,1,20009,1,1,True
10.0,2012,0,1,1665,0,0,True
10.0,2012,0,1,184346,9,1,True
10.0,2012,0,2,110743,4,1,True
10.0,2012,1,1,6640,0,0,True
10.0,2012,1,1,6252,0,0,True
10.0,2012,1,1,40713,2,1,True
10.0,2012,1,1,1,0,0,True
11.0,2012,0,1,60992,4,1,True
11.0,2012,0,1,10991,0,1,True
11.0,2012,0,1,106288,5,1,True
11.0,2012,0,2,27475,1,1,True
11.0,2012,0,2,284788,16,1,True
11.0,2012,1,1,24082,1,1,True
11.0,2012,1,1,5738,0,0,True
11.0,2012,1,1,90333,5,1,True
11.0,2012,1,1,108,0,0,True
11.0,2012,1,1,0,0,0,True
12.0,2012,1,1,181,0,0,True
12.0,2012,1,1,6432,0,0,True
12.0,2012,1,1,30265,1,1,True
12.0,2012,1,1,0,0,0,True
12.0,2012,1,1,0,0,0,True
13.0,2012,1,1,268,0,0,True
13.0,2012,1,1,829,0,0,True
14.0,2012,1,1,567,0,0,True
14.0,2012,1,1,532,0,0,True
14.0,2012,1,1,6861,0,0,True
15.0,2012,1,1,2906,0,0,True
15.0,2012,1,1,3481,0,0,True
15.0,2012,1,1,12906,0,1,True
15.0,2012,1,1,0,0,0,True
17.0,2012,0,1,80274,5,1,True
17.0,2012,0,1,1585920,114,2,True
17.0,2012,0,1,36539,2,1,True
17.0,2012,0,1,5624426,280,2,True
17.0,2012,0,2,1508,0,0,True
17.0,2012,0,2,3480170,252,2,True
17.0,2012,1,1,264188,18,1,True
17.0,2012,1,1,84503,5,1,True
17.0,2012,1,1,191689,12,1,True
17.0,2012,1,1,2311,0,0,True
17.0,2012,1,1,0,0,0,True
19.0,2012,0,1,8194,0,0,True
19.0,2012,0,1,2985,0,0,True
19.0,2012,0,1,155002,7,1,True
19.0,2012,0,2,116653,9,1,True
19.0,2012,0,2,186858,8,1,True
19.0,2012,1,1,3116,0,0,True
19.0,2012,1,1,1743,0,0,True
19.0,2012,1,1,9879,0,0,True
19.0,2012,1,1,6,0,0,True
20.0,2012,0,1,64063,4,1,True
20.0,2012,0,1,41556,2,1,True
20.0,2012,0,1,83775,4,1,True
20.0,2012,0,2,165777,11,1,True
20.0,2012,1,1,70642,4,1,True
20.0,2012,1,1,28370,1,1,True
20.0,2012,1,1,70661,4,1,True
20.0,2012,1,1,174,0,0,True
20.0,2012,1,1,0,0,0,True
22.0,2012,0,1,69987,4,1,True
22.0,2012,0,1,9683,0,0,True
22.0,2012,0,1,1006242,50,2,True
22.0,2012,0,2,928906,65,1,True
22.0,2012,0,2,3131475,76,2,True
22.0,2012,1,1,3791,0,0,True
22.0,2012,1,1,1677,0,0,True
22.0,2012,1,1,10387,0,1,True
25.0,2012,0,1,19504,1,1,True
25.0,2012,0,1,2620,0,0,True
25.0,2012,0,1,2854,0,0,True
25.0,2012,0,2,52359,0,1,True
25.0,2012,1,1,95944,6,1,True
25.0,2012,1,1,548485,38,1,True
25.0,2012,1,1,2855,0,0,True
